기간	자치구	합계	합계	합계	합계	농업및임업	농업및임업	농업및임업	농업및임업	어업	어업	어업	어업	광업	광업	광업	광업	제조업	제조업	제조업	제조업	전기가스수도사업	전기가스수도사업	전기가스수도사업	전기가스수도사업	건설업	건설업	건설업	건설업	도소매업	도소매업	도소매업	도소매업	숙박및음식점업	숙박및음식점업	숙박및음식점업	숙박및음식점업	운수업	운수업	운수업	운수업	통신업	통신업	통신업	통신업	금융및보험업	금융및보험업	금융및보험업	금융및보험업	부동산업및임대업	부동산업및임대업	부동산업및임대업	부동산업및임대업	사업서비스업	사업서비스업	사업서비스업	사업서비스업	공공행정국방및사회보장행정	공공행정국방및사회보장행정	공공행정국방및사회보장행정	공공행정국방및사회보장행정	교육서비스업	교육서비스업	교육서비스업	교육서비스업	보건및사회복지사업	보건및사회복지사업	보건및사회복지사업	보건및사회복지사업	오락문화및운동관련서비스업	오락문화및운동관련서비스업	오락문화및운동관련서비스업	오락문화및운동관련서비스업	기타공공및개인서비스업	기타공공및개인서비스업	기타공공및개인서비스업	기타공공및개인서비스업
기간	자치구	사업체수	종사자수	종사자수	종사자수	사업체수	종사자수	종사자수	종사자수	사업체수	종사자수	종사자수	종사자수	사업체수	종사자수	종사자수	종사자수	사업체수	종사자수	종사자수	종사자수	사업체수	종사자수	종사자수	종사자수	사업체수	종사자수	종사자수	종사자수	사업체수	종사자수	종사자수	종사자수	사업체수	종사자수	종사자수	종사자수	사업체수	종사자수	종사자수	종사자수	사업체수	종사자수	종사자수	종사자수	사업체수	종사자수	종사자수	종사자수	사업체수	종사자수	종사자수	종사자수	사업체수	종사자수	종사자수	종사자수	사업체수	종사자수	종사자수	종사자수	사업체수	종사자수	종사자수	종사자수	사업체수	종사자수	종사자수	종사자수	사업체수	종사자수	종사자수	종사자수	사업체수	종사자수	종사자수	종사자수
기간	자치구	사업체수	계	남자	여자	사업체수	계	남자	여자	사업체수	계	남자	여자	사업체수	계	남자	여자	사업체수	계	남자	여자	사업체수	계	남자	여자	사업체수	계	남자	여자	사업체수	계	남자	여자	사업체수	계	남자	여자	사업체수	계	남자	여자	사업체수	계	남자	여자	사업체수	계	남자	여자	사업체수	계	남자	여자	사업체수	계	남자	여자	사업체수	계	남자	여자	사업체수	계	남자	여자	사업체수	계	남자	여자	사업체수	계	남자	여자	사업체수	계	남자	여자
2005	서울특별시	741,229	3,843,010	2,290,657	1,552,353	16	349	244	105	12	497	409	88	52	494	404	90	69,982	473,643	307,356	166,287	180	12,580	10,679	1,901	19,924	225,224	195,969	29,255	222,079	748,028	438,524	309,504	117,552	393,018	142,964	250,054	95,222	249,765	212,510	37,255	2,266	44,860	30,284	14,576	8,577	212,151	111,950	100,201	33,632	138,050	94,057	43,993	35,165	540,908	347,600	193,308	1,443	112,526	84,199	28,327	23,314	245,483	98,554	146,929	17,488	160,950	47,277	113,673	28,474	109,921	69,121	40,800	65,851	174,563	98,556	76,007
2005	종로구	39,329	222,443	130,381	92,062	-	-	-	-	1	17	-	-	4	61	-	-	4,682	23,727	-	-	3	50	-	-	350	11,192	-	-	17,596	44,395	-	-	6,122	23,140	-	-	2,086	13,352	-	-	134	3,784	-	-	582	20,206	-	-	1,075	5,188	-	-	1,761	25,773	-	-	117	18,614	-	-	614	9,316	-	-	573	9,995	-	-	1,121	6,063	-	-	2,508	7,570	-	-
2005	중구	67,681	352,436	204,786	147,650	1	89	-	-	-	-	-	-	2	15	-	-	11,348	58,307	-	-	7	787	-	-	452	15,932	-	-	37,323	93,367	-	-	5,954	30,852	-	-	2,195	19,939	-	-	199	2,426	-	-	1,130	46,241	-	-	1,259	7,305	-	-	3,439	43,393	-	-	69	9,425	-	-	354	5,104	-	-	548	5,744	-	-	981	5,423	-	-	2,420	8,087	-	-
2005	용산구	20,352	111,652	68,126	43,526	-	-	-	-	1	25	-	-	2	9	-	-	1,562	11,687	-	-	3	47	-	-	381	4,195	-	-	8,384	31,175	-	-	3,477	12,595	-	-	1,542	5,431	-	-	94	2,348	-	-	211	3,920	-	-	961	3,342	-	-	604	13,390	-	-	48	3,329	-	-	400	7,429	-	-	349	4,129	-	-	557	2,724	-	-	1,776	5,877	-	-
2005	성동구	25,000	114,087	72,591	41,496	-	-	-	-	-	-	-	-	1	2	-	-	5,493	36,760	-	-	8	701	-	-	496	4,007	-	-	6,152	19,017	-	-	3,576	9,003	-	-	3,047	7,354	-	-	96	844	-	-	356	2,713	-	-	1,034	3,228	-	-	569	7,401	-	-	49	2,808	-	-	636	7,201	-	-	476	4,550	-	-	833	2,222	-	-	2,178	6,276	-	-
2005	광진구	24,028	96,456	54,950	41,506	-	-	-	-	-	-	-	-	-	-	-	-	2,254	11,214	-	-	7	189	-	-	698	5,139	-	-	6,480	18,593	-	-	4,403	13,840	-	-	2,629	5,884	-	-	59	1,743	-	-	196	2,711	-	-	1,063	3,532	-	-	926	7,637	-	-	44	3,464	-	-	941	8,181	-	-	611	4,811	-	-	1,247	3,963	-	-	2,470	5,555	-	-
2005	동대문구	33,151	124,505	73,724	50,781	-	-	-	-	-	-	-	-	5	47	-	-	3,466	17,623	-	-	1	34	-	-	706	5,088	-	-	11,097	28,459	-	-	5,795	14,353	-	-	4,046	7,788	-	-	130	1,307	-	-	253	3,801	-	-	1,305	3,800	-	-	639	9,997	-	-	68	3,479	-	-	760	11,365	-	-	740	7,654	-	-	1,151	2,924	-	-	2,989	6,786	-	-
2005	중랑구	26,044	78,865	43,449	35,416	-	-	-	-	-	-	-	-	-	-	-	-	2,874	13,619	-	-	1	103	-	-	557	2,984	-	-	5,432	13,651	-	-	4,369	10,100	-	-	6,179	11,247	-	-	49	539	-	-	151	1,829	-	-	938	2,467	-	-	301	1,761	-	-	50	2,753	-	-	802	6,512	-	-	609	3,553	-	-	1,105	2,782	-	-	2,627	4,965	-	-
