기간	자치구	합계	합계	합계	합계	농업및임업	농업및임업	농업및임업	농업및임업	어업	어업	어업	어업	광업	광업	광업	광업	제조업	제조업	제조업	제조업	전기가스수도사업	전기가스수도사업	전기가스수도사업	전기가스수도사업	건설업	건설업	건설업	건설업	도소매업	도소매업	도소매업	도소매업	숙박및음식점업	숙박및음식점업	숙박및음식점업	숙박및음식점업	운수업	운수업	운수업	운수업	통신업	통신업	통신업	통신업	금융및보험업	금융및보험업	금융및보험업	금융및보험업	부동산업및임대업	부동산업및임대업	부동산업및임대업	부동산업및임대업	사업서비스업	사업서비스업	사업서비스업	사업서비스업	공공행정국방및사회보장행정	공공행정국방및사회보장행정	공공행정국방및사회보장행정	공공행정국방및사회보장행정	교육서비스업	교육서비스업	교육서비스업	교육서비스업	보건및사회복지사업	보건및사회복지사업	보건및사회복지사업	보건및사회복지사업	오락문화및운동관련서비스업	오락문화및운동관련서비스업	오락문화및운동관련서비스업	오락문화및운동관련서비스업	기타공공및개인서비스업	기타공공및개인서비스업	기타공공및개인서비스업	기타공공및개인서비스업
기간	자치구	사업체수	종사자수	종사자수	종사자수	사업체수	종사자수	종사자수	종사자수	사업체수	종사자수	종사자수	종사자수	사업체수	종사자수	종사자수	종사자수	사업체수	종사자수	종사자수	종사자수	사업체수	종사자수	종사자수	종사자수	사업체수	종사자수	종사자수	종사자수	사업체수	종사자수	종사자수	종사자수	사업체수	종사자수	종사자수	종사자수	사업체수	종사자수	종사자수	종사자수	사업체수	종사자수	종사자수	종사자수	사업체수	종사자수	종사자수	종사자수	사업체수	종사자수	종사자수	종사자수	사업체수	종사자수	종사자수	종사자수	사업체수	종사자수	종사자수	종사자수	사업체수	종사자수	종사자수	종사자수	사업체수	종사자수	종사자수	종사자수	사업체수	종사자수	종사자수	종사자수	사업체수	종사자수	종사자수	종사자수
기간	자치구	사업체수	계	남자	여자	사업체수	계	남자	여자	사업체수	계	남자	여자	사업체수	계	남자	여자	사업체수	계	남자	여자	사업체수	계	남자	여자	사업체수	계	남자	여자	사업체수	계	남자	여자	사업체수	계	남자	여자	사업체수	계	남자	여자	사업체수	계	남자	여자	사업체수	계	남자	여자	사업체수	계	남자	여자	사업체수	계	남자	여자	사업체수	계	남자	여자	사업체수	계	남자	여자	사업체수	계	남자	여자	사업체수	계	남자	여자	사업체수	계	남자	여자
2003	서울특별시	748,953	3,791,943	2,267,922	1,524,021	26	418	326	92	14	370	290	80	43	600	510	90	71,023	529,493	337,500	191,993	190	11,451	9,280	2,171	19,775	206,068	176,280	29,788	230,204	779,325	454,639	324,686	123,620	398,225	143,555	254,670	94,930	247,789	213,344	34,445	2,006	45,663	33,027	12,636	8,468	213,303	111,706	101,597	33,346	131,112	92,253	38,859	33,721	479,705	310,372	169,333	1,445	107,215	84,181	23,034	22,380	222,122	90,710	131,412	16,352	142,272	45,495	96,777	27,151	102,654	67,401	35,253	64,259	174,158	97,053	77,105
2003	종로구	39,256	224,177	135,573	88,604	1	9	-	-	2	126	-	-	7	94	-	-	4,637	31,595	-	-	2	59	-	-	341	7,251	-	-	17,954	48,108	-	-	6,257	22,547	-	-	1,701	10,536	-	-	118	4,640	-	-	594	20,549	-	-	1,014	5,384	-	-	1,660	24,309	-	-	106	16,013	-	-	601	10,088	-	-	583	8,894	-	-	1,136	6,066	-	-	2,542	7,909	-	-
2003	중구	70,685	374,048	218,758	155,290	1	59	-	-	-	-	-	-	4	17	-	-	11,430	65,275	-	-	6	558	-	-	473	11,397	-	-	39,618	106,979	-	-	6,132	31,250	-	-	2,365	21,720	-	-	199	2,571	-	-	1,151	49,788	-	-	1,234	7,093	-	-	3,813	45,707	-	-	67	7,722	-	-	359	5,193	-	-	559	5,875	-	-	976	5,176	-	-	2,298	7,668	-	-
2003	용산구	21,474	117,452	73,825	43,627	-	-	-	-	1	25	-	-	1	7	-	-	1,617	14,076	-	-	4	50	-	-	416	4,693	-	-	8,965	32,099	-	-	3,722	13,963	-	-	1,632	5,888	-	-	98	2,538	-	-	223	3,541	-	-	884	3,160	-	-	658	14,787	-	-	49	3,231	-	-	407	6,068	-	-	332	4,370	-	-	596	2,532	-	-	1,869	6,424	-	-
2003	성동구	25,314	117,487	75,906	41,581	-	-	-	-	-	-	-	-	-	-	-	-	5,583	40,824	-	-	7	683	-	-	440	3,178	-	-	6,110	19,194	-	-	3,807	9,618	-	-	3,315	7,858	-	-	79	1,191	-	-	398	2,358	-	-	1,024	3,015	-	-	531	7,318	-	-	48	2,899	-	-	625	7,342	-	-	458	4,304	-	-	770	1,722	-	-	2,119	5,983	-	-
2003	광진구	24,589	102,234	60,622	41,612	-	-	-	-	-	-	-	-	-	-	-	-	2,342	13,656	-	-	8	190	-	-	680	9,648	-	-	6,985	19,384	-	-	4,623	12,801	-	-	2,636	5,753	-	-	57	2,090	-	-	179	2,118	-	-	1,086	4,072	-	-	882	7,626	-	-	45	3,363	-	-	909	8,439	-	-	550	3,828	-	-	1,200	3,974	-	-	2,407	5,292	-	-
2003	동대문구	32,243	119,877	70,040	49,837	1	3	-	-	-	-	-	-	2	73	-	-	3,348	18,138	-	-	2	110	-	-	640	5,211	-	-	11,022	29,229	-	-	6,022	15,079	-	-	3,381	7,493	-	-	91	1,289	-	-	268	4,360	-	-	1,292	3,460	-	-	649	6,960	-	-	65	3,495	-	-	709	7,785	-	-	751	7,800	-	-	1,120	2,651	-	-	2,880	6,741	-	-
2003	중랑구	27,166	83,053	45,750	37,303	-	-	-	-	-	-	-	-	-	-	-	-	3,026	14,960	-	-	1	98	-	-	525	2,749	-	-	5,772	14,767	-	-	4,870	11,282	-	-	6,295	11,885	-	-	50	672	-	-	156	2,113	-	-	1,015	2,799	-	-	327	1,429	-	-	50	2,548	-	-	863	6,527	-	-	590	3,159	-	-	1,086	2,550	-	-	2,540	5,515	-	-
