기간	자치구	합계	합계	합계	합계	농업및임업	농업및임업	농업및임업	농업및임업	어업	어업	어업	어업	광업	광업	광업	광업	제조업	제조업	제조업	제조업	전기가스수도사업	전기가스수도사업	전기가스수도사업	전기가스수도사업	건설업	건설업	건설업	건설업	도소매업	도소매업	도소매업	도소매업	숙박및음식점업	숙박및음식점업	숙박및음식점업	숙박및음식점업	운수업	운수업	운수업	운수업	통신업	통신업	통신업	통신업	금융및보험업	금융및보험업	금융및보험업	금융및보험업	부동산업및임대업	부동산업및임대업	부동산업및임대업	부동산업및임대업	사업서비스업	사업서비스업	사업서비스업	사업서비스업	공공행정국방및사회보장행정	공공행정국방및사회보장행정	공공행정국방및사회보장행정	공공행정국방및사회보장행정	교육서비스업	교육서비스업	교육서비스업	교육서비스업	보건및사회복지사업	보건및사회복지사업	보건및사회복지사업	보건및사회복지사업	오락문화및운동관련서비스업	오락문화및운동관련서비스업	오락문화및운동관련서비스업	오락문화및운동관련서비스업	기타공공및개인서비스업	기타공공및개인서비스업	기타공공및개인서비스업	기타공공및개인서비스업
기간	자치구	사업체수	종사자수	종사자수	종사자수	사업체수	종사자수	종사자수	종사자수	사업체수	종사자수	종사자수	종사자수	사업체수	종사자수	종사자수	종사자수	사업체수	종사자수	종사자수	종사자수	사업체수	종사자수	종사자수	종사자수	사업체수	종사자수	종사자수	종사자수	사업체수	종사자수	종사자수	종사자수	사업체수	종사자수	종사자수	종사자수	사업체수	종사자수	종사자수	종사자수	사업체수	종사자수	종사자수	종사자수	사업체수	종사자수	종사자수	종사자수	사업체수	종사자수	종사자수	종사자수	사업체수	종사자수	종사자수	종사자수	사업체수	종사자수	종사자수	종사자수	사업체수	종사자수	종사자수	종사자수	사업체수	종사자수	종사자수	종사자수	사업체수	종사자수	종사자수	종사자수	사업체수	종사자수	종사자수	종사자수
기간	자치구	사업체수	계	남자	여자	사업체수	계	남자	여자	사업체수	계	남자	여자	사업체수	계	남자	여자	사업체수	계	남자	여자	사업체수	계	남자	여자	사업체수	계	남자	여자	사업체수	계	남자	여자	사업체수	계	남자	여자	사업체수	계	남자	여자	사업체수	계	남자	여자	사업체수	계	남자	여자	사업체수	계	남자	여자	사업체수	계	남자	여자	사업체수	계	남자	여자	사업체수	계	남자	여자	사업체수	계	남자	여자	사업체수	계	남자	여자	사업체수	계	남자	여자
2002	서울특별시	735,258	3,805,462	2,297,132	1,508,330	26	321	255	66	12	1,280	787	493	45	593	488	105	74,043	571,651	368,234	203,417	183	10,679	8,667	2,012	18,793	208,620	179,616	29,004	229,690	806,331	471,726	334,605	121,801	392,784	141,308	251,476	89,383	256,939	222,203	34,736	1,937	49,574	35,800	13,774	8,549	227,024	120,591	106,433	30,608	119,103	86,267	32,836	31,719	435,898	287,647	148,251	1,437	108,119	83,087	25,032	21,568	215,570	87,953	127,617	15,540	136,254	42,992	93,262	26,122	93,012	62,405	30,607	63,802	171,710	97,106	74,604
2002	종로구	39,073	234,011	137,944	96,067	1	6	-	-	2	217	-	-	5	96	-	-	4,718	36,032	-	-	2	14	-	-	355	8,119	-	-	17,676	49,354	-	-	6,336	24,264	-	-	1,708	11,912	-	-	100	4,148	-	-	599	19,654	-	-	964	4,120	-	-	1,603	26,993	-	-	106	15,297	-	-	602	10,785	-	-	597	9,319	-	-	1,151	5,710	-	-	2,548	7,971	-	-
2002	중구	68,942	380,263	225,886	154,377	-	-	-	-	1	837	-	-	3	19	-	-	11,480	71,553	-	-	5	411	-	-	418	13,882	-	-	38,756	110,567	-	-	6,071	31,795	-	-	2,274	22,230	-	-	203	2,906	-	-	1,127	43,832	-	-	1,079	6,547	-	-	3,459	45,369	-	-	66	7,581	-	-	325	4,669	-	-	528	5,800	-	-	924	4,735	-	-	2,223	7,530	-	-
2002	용산구	21,985	115,765	74,416	41,349	-	-	-	-	-	-	-	-	-	-	-	-	1,807	16,088	-	-	4	81	-	-	406	5,465	-	-	9,262	34,104	-	-	3,759	13,603	-	-	1,705	5,680	-	-	84	2,631	-	-	212	2,803	-	-	840	3,012	-	-	626	9,134	-	-	47	3,698	-	-	409	7,351	-	-	324	3,801	-	-	603	2,197	-	-	1,897	6,117	-	-
2002	성동구	24,264	107,184	69,350	37,834	-	-	-	-	-	-	-	-	-	-	-	-	5,456	38,254	-	-	6	651	-	-	416	2,829	-	-	5,912	18,720	-	-	3,802	8,938	-	-	2,829	7,074	-	-	63	763	-	-	410	2,184	-	-	927	2,780	-	-	486	4,236	-	-	49	2,880	-	-	596	5,353	-	-	418	4,175	-	-	746	1,601	-	-	2,148	6,746	-	-
2002	광진구	24,613	103,022	61,429	41,593	3	50	-	-	-	-	-	-	-	-	-	-	2,606	15,305	-	-	7	216	-	-	614	6,601	-	-	7,172	20,591	-	-	4,596	14,071	-	-	2,534	6,568	-	-	56	2,151	-	-	188	2,391	-	-	1,037	3,078	-	-	828	7,379	-	-	45	3,150	-	-	878	8,362	-	-	535	3,867	-	-	1,153	3,950	-	-	2,361	5,292	-	-
2002	동대문구	32,447	116,210	68,490	47,720	1	2	-	-	-	-	-	-	3	30	-	-	3,488	17,888	-	-	2	214	-	-	609	3,742	-	-	11,111	29,191	-	-	6,045	14,664	-	-	3,508	7,225	-	-	82	950	-	-	270	4,295	-	-	1,191	3,295	-	-	621	7,325	-	-	67	3,992	-	-	694	6,887	-	-	756	7,488	-	-	1,122	2,501	-	-	2,877	6,521	-	-
2002	중랑구	26,973	84,880	46,792	38,088	-	-	-	-	-	-	-	-	-	-	-	-	3,170	17,285	-	-	2	108	-	-	506	2,914	-	-	5,936	15,319	-	-	4,815	11,081	-	-	5,952	11,246	-	-	43	587	-	-	178	2,236	-	-	960	2,551	-	-	310	1,301	-	-	51	2,906	-	-	879	6,724	-	-	581	2,832	-	-	1,047	2,470	-	-	2,543	5,320	-	-
